ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_keywords,rtable_keywords,label,_id
stm: an r package for structural topic models,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",me roberts; bm stewart; d tingley,a abdul; j vermeulen; d wang; by lim,"Structural Topic Model, Topic Modeling, Text Classifications",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,1085
analyst information discovery and interpretation roles: a topic modeling approach,"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",ah huang; r lehavy; ay zang,ih sarker,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems",0,62
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach","read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",w yin; j hay; d roth,h li; j zhu; c ma; j zhang,"Classification, Topic Modelling, Zero-shot text","Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",0,281
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,y wang; w xu,m jošt; e köhnen; ab morales-vilches,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning","textured interfaces, solar cells, advance light management",0,746
automated phrase mining from massive text corpora,stock movement prediction from tweets and historical prices,j shang; j liu; m jiang; x ren,y xu; sb cohen,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Twitter, Stock Price, Topic Modelling",0,238
aspect-aware latent factor model: rating prediction with ratings and reviews,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",z cheng; y ding; l zhu; m kankanhalli,zc lipton,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Machine larning, Model Interpretability",0,223
applying lda topic modeling in communication research: toward a valid and reliable methodology,"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",d maier; a waldherr; p miltner,h jelodar; y wang; c yuan; x feng; x jiang,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",1,145
textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,the utility of topic modelling for discourse studies: a critical evaluation,m jošt; e köhnen; ab morales-vilches,g brookes; t mcenery,"textured interfaces, solar cells, advance light management","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",0,1142
"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",topic modeling in management research: rendering new theory from textual data,ih sarker,tr hannigan; rfj haans; k vakili,"Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0,373
applications of deep learning in stock market prediction: recent progress,"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",w jiang,w yin; j hay; d roth,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"Classification, Topic Modelling, Zero-shot text",0,118
"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",top concerns of tweeters during the covid-19 pandemic: infoveillance study,j treur,a abd-alrazaq; d alhuwail; m househ; m hamdi,"Topic modeling, Network-Oriented Modeling, Adaptive Network","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0,841
automated phrase mining from massive text corpora,research trends on big data in marketing: a text mining and topic modeling based literature analysis,j shang; j liu; m jiang; x ren,a amado; p cortez; p rita; s moro,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Big data Marketing Literature analysis Research trends Text mining,0,250
top concerns of tweeters during the covid-19 pandemic: infoveillance study,using social media to mine and analyze public opinion related to covid-19 in china,a abd-alrazaq; d alhuwail; m househ; m hamdi,x han; j wang; m zhang; x wang,"coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",coronavirus; COVID-19; social media; public opinion; China; resource allocation,1,1180
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,x zhou; w liang; i kevin; k wang,e de vries; m schoonvelde; g schumacher,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0,9
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,what do hotel customers complain about? text analysis using structural topic model,x chen; d zou; g cheng; h xie,n hu; t zhang; b gao; i bose,Applications in subject areas Data science applications in education,Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,449
public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",s boon-itt; y skunkan,a abdul; j vermeulen; d wang; by lim,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,917
"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",what is wrong with topic modeling? and how to fix it using search-based software engineering,ih sarker,a agrawal; w fu; t menzies,"Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems","Topic modeling, Stability, LDA, tuning, differential evolution",0,389
health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",q liu; z zheng; j zheng; q chen; g liu; s chen,a abdul; j vermeulen; d wang; by lim,coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,652
"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",text mining in organizational research,h li; j zhu; c ma; j zhang,vb kobayashi; st mol; ha berkers,"Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,945
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",topic modeling in embedding spaces,s narayan; sb cohen; m lapata,ab dieng; fjr ruiz; dm blei,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","Embeeding Space, Topic Modeling",0,557
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,x chen; d zou; g cheng; h xie,t shi; k kang; j choo; ck reddy,Applications in subject areas Data science applications in education,"Topic modeling, short texts, non-negative matrix factorization, word embedding",0,460
text similarity in vector space models: a comparative study,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",o shahmirzadi; a lugowski,zc lipton,"text similarity, vector space model, text embedding, patent, big data","Machine larning, Model Interpretability",0,1128
applying lda topic modeling in communication research: toward a valid and reliable methodology,research trends on big data in marketing: a text mining and topic modeling based literature analysis,d maier; a waldherr; p miltner,a amado; p cortez; p rita; s moro,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis",Big data Marketing Literature analysis Research trends Text mining,1,144
diachronic word embeddings and semantic shifts: a survey,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",a kutuzov; l øvrelid; t szymanski; e velldal,a abdul; j vermeulen; d wang; by lim,"Word Embedding, Semantic Shift, Topic Modelling ",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,501
text similarity in vector space models: a comparative study,using social media to mine and analyze public opinion related to covid-19 in china,o shahmirzadi; a lugowski,x han; j wang; m zhang; x wang,"text similarity, vector space model, text embedding, patent, big data",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,1131
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",text similarity in vector space models: a comparative study,s narayan; sb cohen; m lapata,o shahmirzadi; a lugowski,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","text similarity, vector space model, text embedding, patent, big data",0,539
applying lda topic modeling in communication research: toward a valid and reliable methodology,heterogeneous graph attention networks for semi-supervised short text classification,d maier; a waldherr; p miltner,h linmei; t yang; c shi; h ji; x li,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0,177
top concerns of tweeters during the covid-19 pandemic: infoveillance study,what do hotel customers complain about? text analysis using structural topic model,a abd-alrazaq; d alhuwail; m househ; m hamdi,n hu; t zhang; b gao; i bose,"coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,1182
"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",text mining in organizational research,h jelodar; y wang; c yuan; x feng; x jiang,vb kobayashi; st mol; ha berkers,"Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,728
framing covid-19: how we conceptualize and discuss the pandemic on twitter,policy diffusion: the issue‐definition stage,p wicke; mm bolognesi,f gilardi; cr shipan; b wüest,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","Policy Diffusion, Topic Modeling, Definion Stage",0,610
using social media to mine and analyze public opinion related to covid-19 in china,what do hotel customers complain about? text analysis using structural topic model,x han; j wang; m zhang; x wang,n hu; t zhang; b gao; i bose,coronavirus; COVID-19; social media; public opinion; China; resource allocation,Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,1219
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,applying lda topic modeling in communication research: toward a valid and reliable methodology,x zhou; w liang; i kevin; k wang,d maier; a waldherr; p miltner,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Content analysis, Communication research methods, Validity, Reliability, Textual analysis",0,7
facebook language predicts depression in medical records,heterogeneous graph attention networks for semi-supervised short text classification,jc eichstaedt; rj smith,h linmei; t yang; c shi; h ji; x li,"big data, depression, social media, Facebook, screening","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0,582
policy diffusion: the issue‐definition stage,top concerns of tweeters during the covid-19 pandemic: infoveillance study,f gilardi; cr shipan; b wüest,a abd-alrazaq; d alhuwail; m househ; m hamdi,"Policy Diffusion, Topic Modeling, Definion Stage","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0,884
calibration: the achilles heel of predictive analytics,textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,ben van calster; david j mcleron,m jošt; e köhnen; ab morales-vilches,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","textured interfaces, solar cells, advance light management",0,357
calibration: the achilles heel of predictive analytics,research trends on big data in marketing: a text mining and topic modeling based literature analysis,ben van calster; david j mcleron,a amado; p cortez; p rita; s moro,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",Big data Marketing Literature analysis Research trends Text mining,0,329
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,the effect of online reviews on product sales: a joint sentiment-topic analysis,y wang; w xu,x li; c wu; f mai,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning","eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0,735
public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,s boon-itt; y skunkan,c bravo gonzález-blas; l minnoye; d papasokrati,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,"cis-Regulator, topic modeling",0,908
automated phrase mining from massive text corpora,"sharp nearby, fuzzy far away: how neural language models use context",j shang; j liu; m jiang; x ren,u khandelwal; h he; p qi; d jurafsky,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Fuzzy, Topic Modelling, Neutral Language Model",0,258
public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,what is wrong with topic modeling? and how to fix it using search-based software engineering,s boon-itt; y skunkan,a agrawal; w fu; t menzies,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,"Topic modeling, Stability, LDA, tuning, differential evolution",0,911
"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",text similarity in vector space models: a comparative study,h li; j zhu; c ma; j zhang,o shahmirzadi; a lugowski,"Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision","text similarity, vector space model, text embedding, patent, big data",0,935
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec","sharp nearby, fuzzy far away: how neural language models use context",d kim; d seo; s cho; p kang,u khandelwal; h he; p qi; d jurafsky,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training","Fuzzy, Topic Modelling, Neutral Language Model",0,811
short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,what is wrong with topic modeling? and how to fix it using search-based software engineering,t shi; k kang; j choo; ck reddy,a agrawal; w fu; t menzies,"Topic modeling, short texts, non-negative matrix factorization, word embedding","Topic modeling, Stability, LDA, tuning, differential evolution",1,1015
text mining in organizational research,what is wrong with topic modeling? and how to fix it using search-based software engineering,vb kobayashi; st mol; ha berkers,a agrawal; w fu; t menzies,"text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis","Topic modeling, Stability, LDA, tuning, differential evolution",0,1110
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",heterogeneous graph attention networks for semi-supervised short text classification,s narayan; sb cohen; m lapata,h linmei; t yang; c shi; h ji; x li,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0,525
no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,e de vries; m schoonvelde; g schumacher,s boon-itt; y skunkan,"automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,0,864
topic compositional neural language model,using social media to mine and analyze public opinion related to covid-19 in china,w wang; z gan; w wang; d shen,x han; j wang; m zhang; x wang,"Neural Language Model, Topic Compositional, Topic Modeling",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,1193
mapping the anti-vaccination movement on facebook,policy diffusion: the issue‐definition stage,n smith; t graham,f gilardi; cr shipan; b wüest,Anti-vaccination; social network analysis; topic modelling; social network sites; social media,"Policy Diffusion, Topic Modeling, Definion Stage",0,785
"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",using social media to mine and analyze public opinion related to covid-19 in china,zc lipton,x han; j wang; m zhang; x wang,"Machine larning, Model Interpretability",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,1164
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,text similarity in vector space models: a comparative study,h jelodar; y wang; r orji,o shahmirzadi; a lugowski,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","text similarity, vector space model, text embedding, patent, big data",0,440
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",cistopic: cis-regulatory topic modeling on single-cell atac-seq data,s narayan; sb cohen; m lapata,c bravo gonzález-blas; l minnoye; d papasokrati,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","cis-Regulator, topic modeling",0,531
"sharp nearby, fuzzy far away: how neural language models use context",the utility of topic modelling for discourse studies: a critical evaluation,u khandelwal; h he; p qi; d jurafsky,g brookes; t mcenery,"Fuzzy, Topic Modelling, Neutral Language Model","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",0,1006
aspect-aware latent factor model: rating prediction with ratings and reviews,health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,z cheng; y ding; l zhu; m kankanhalli,q liu; z zheng; j zheng; q chen; g liu; s chen,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,0,228
textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,what do hotel customers complain about? text analysis using structural topic model,m jošt; e köhnen; ab morales-vilches,n hu; t zhang; b gao; i bose,"textured interfaces, solar cells, advance light management",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,1144
aspect-aware latent factor model: rating prediction with ratings and reviews,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",z cheng; y ding; l zhu; m kankanhalli,a abdul; j vermeulen; d wang; by lim,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,212
analyst information discovery and interpretation roles: a topic modeling approach,what is wrong with topic modeling? and how to fix it using search-based software engineering,ah huang; r lehavy; ay zang,a agrawal; w fu; t menzies,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Topic modeling, Stability, LDA, tuning, differential evolution",0,79
applying lda topic modeling in communication research: toward a valid and reliable methodology,"social media analytics–challenges in topic discovery, data collection, and data preparation",d maier; a waldherr; p miltner,s stieglitz; m mirbabaie; b ross,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis",Social media analytics Social media Information systems Big data,1,148
framing covid-19: how we conceptualize and discuss the pandemic on twitter,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",p wicke; mm bolognesi,a abdul; j vermeulen; d wang; by lim,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,618
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",y wang; w xu,a abdul; j vermeulen; d wang; by lim,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,738
"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",stm: an r package for structural topic models,h jelodar; y wang; c yuan; x feng; x jiang,me roberts; bm stewart; d tingley,"Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling","Structural Topic Model, Topic Modeling, Text Classifications",0,723
applications of deep learning in stock market prediction: recent progress,top concerns of tweeters during the covid-19 pandemic: infoveillance study,w jiang,a abd-alrazaq; d alhuwail; m househ; m hamdi,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0,133
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",topic modeling in embedding spaces,d kim; d seo; s cho; p kang,ab dieng; fjr ruiz; dm blei,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training","Embeeding Space, Topic Modeling",0,818
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,using social media to mine and analyze public opinion related to covid-19 in china,h jelodar; y wang; r orji,x han; j wang; m zhang; x wang,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,408
"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",topic compositional neural language model,h jelodar; y wang; c yuan; x feng; x jiang,w wang; z gan; w wang; d shen,"Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling","Neural Language Model, Topic Compositional, Topic Modeling",1,701
diachronic word embeddings and semantic shifts: a survey,policy diffusion: the issue‐definition stage,a kutuzov; l øvrelid; t szymanski; e velldal,f gilardi; cr shipan; b wüest,"Word Embedding, Semantic Shift, Topic Modelling ","Policy Diffusion, Topic Modeling, Definion Stage",0,507
public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,s boon-itt; y skunkan,m jošt; e köhnen; ab morales-vilches,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,"textured interfaces, solar cells, advance light management",0,920
diachronic word embeddings and semantic shifts: a survey,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,a kutuzov; l øvrelid; t szymanski; e velldal,e park; b chae; j kwon,"Word Embedding, Semantic Shift, Topic Modelling ","topical structure modeling, topic modeling",0,504
policy diffusion: the issue‐definition stage,text similarity in vector space models: a comparative study,f gilardi; cr shipan; b wüest,o shahmirzadi; a lugowski,"Policy Diffusion, Topic Modeling, Definion Stage","text similarity, vector space model, text embedding, patent, big data",0,886
calibration: the achilles heel of predictive analytics,"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",ben van calster; david j mcleron,h li; j zhu; c ma; j zhang,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",0,347
"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,ih sarker,t shi; k kang; j choo; ck reddy,"Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems","Topic modeling, short texts, non-negative matrix factorization, word embedding",0,386
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,research trends on big data in marketing: a text mining and topic modeling based literature analysis,x zhou; w liang; i kevin; k wang,a amado; p cortez; p rita; s moro,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration",Big data Marketing Literature analysis Research trends Text mining,0,0
calibration: the achilles heel of predictive analytics,topic modeling in embedding spaces,ben van calster; david j mcleron,ab dieng; fjr ruiz; dm blei,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","Embeeding Space, Topic Modeling",0,360
the effect of online reviews on product sales: a joint sentiment-topic analysis,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",x li; c wu; f mai,zc lipton,"eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis","Machine larning, Model Interpretability",0,1157
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,stm: an r package for structural topic models,x chen; d zou; g cheng; h xie,me roberts; bm stewart; d tingley,Applications in subject areas Data science applications in education,"Structural Topic Model, Topic Modeling, Text Classifications",0,475
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",top concerns of tweeters during the covid-19 pandemic: infoveillance study,d kim; d seo; s cho; p kang,a abd-alrazaq; d alhuwail; m househ; m hamdi,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0,813
mapping the anti-vaccination movement on facebook,textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,n smith; t graham,m jošt; e köhnen; ab morales-vilches,Anti-vaccination; social network analysis; topic modelling; social network sites; social media,"textured interfaces, solar cells, advance light management",0,787
applying lda topic modeling in communication research: toward a valid and reliable methodology,stock movement prediction from tweets and historical prices,d maier; a waldherr; p miltner,y xu; sb cohen,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Twitter, Stock Price, Topic Modelling",0,172
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,social media mining for product planning: a product opportunity mining approach based on topic modeling and sentiment analysis,x chen; d zou; g cheng; h xie,b jeong; j yoon; jm lee,Applications in subject areas Data science applications in education,Product opportunity New product development Social media mining Opportunity algorithm Topic modeling Sentiment analysis,0,450
applications of deep learning in stock market prediction: recent progress,diachronic word embeddings and semantic shifts: a survey,w jiang,a kutuzov; l øvrelid; t szymanski; e velldal,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"Word Embedding, Semantic Shift, Topic Modelling ",0,125
heterogeneous graph attention networks for semi-supervised short text classification,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",h linmei; t yang; c shi; h ji; x li,d kim; d seo; s cho; p kang,"Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0,667
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,s narayan; sb cohen; m lapata,t shi; k kang; j choo; ck reddy,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","Topic modeling, short texts, non-negative matrix factorization, word embedding",0,530
analyst information discovery and interpretation roles: a topic modeling approach,text similarity in vector space models: a comparative study,ah huang; r lehavy; ay zang,o shahmirzadi; a lugowski,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","text similarity, vector space model, text embedding, patent, big data",0,90
top concerns of tweeters during the covid-19 pandemic: infoveillance study,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,a abd-alrazaq; d alhuwail; m househ; m hamdi,c bravo gonzález-blas; l minnoye; d papasokrati,"coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ","cis-Regulator, topic modeling",0,1185
applying lda topic modeling in communication research: toward a valid and reliable methodology,framing covid-19: how we conceptualize and discuss the pandemic on twitter,d maier; a waldherr; p miltner,p wicke; mm bolognesi,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0,181
research trends on big data in marketing: a text mining and topic modeling based literature analysis,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",a amado; p cortez; p rita; s moro,a abdul; j vermeulen; d wang; by lim,Big data Marketing Literature analysis Research trends Text mining,Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,974
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,heterogeneous graph attention networks for semi-supervised short text classification,h jelodar; y wang; r orji,h linmei; t yang; c shi; h ji; x li,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0,414
automated phrase mining from massive text corpora,"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",j shang; j liu; m jiang; x ren,w yin; j hay; d roth,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Classification, Topic Modelling, Zero-shot text",0,251
analyst information discovery and interpretation roles: a topic modeling approach,leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,ah huang; r lehavy; ay zang,y wang; w xu,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning",0,69
